CMDLINE c:\users\marcob\appdata\local\continuum\anaconda3\envs\drlnd\python.exe train_pixels.py
MEM 617.820312 1581083117.0687
MEM 598.429688 1581083117.1695
MEM 605.570312 1581083117.2702
MEM 614.886719 1581083117.3706
MEM 598.664062 1581083117.4714
MEM 613.203125 1581083117.5721
MEM 620.632812 1581083117.6728
MEM 599.960938 1581083117.7731
MEM 612.460938 1581083117.8733
MEM 607.605469 1581083117.9735
MEM 600.707031 1581083118.0743
MEM 623.097656 1581083118.1745
MEM 602.441406 1581083118.2752
MEM 602.476562 1581083118.3760
MEM 624.554688 1581083118.4767
MEM 604.070312 1581083118.5774
MEM 608.613281 1581083118.6782
MEM 614.210938 1581083118.7789
MEM 604.496094 1581083118.8796
MEM 616.816406 1581083118.9814
MEM 625.011719 1581083119.0821
MEM 604.710938 1581083119.1828
MEM 620.226562 1581083119.2835
MEM 626.343750 1581083119.3843
MEM 605.796875 1581083119.4850
MEM 622.812500 1581083119.5853
MEM 628.488281 1581083119.6860
MEM 606.777344 1581083119.7863
MEM 628.101562 1581083119.8865
MEM 628.847656 1581083119.9872
MEM 608.175781 1581083120.0875
MEM 624.964844 1581083120.1882
MEM 631.859375 1581083120.2890
MEM 609.917969 1581083120.3892
MEM 621.023438 1581083120.4900
MEM 616.382812 1581083120.5907
MEM 609.484375 1581083120.6910
MEM 628.656250 1581083120.7917
MEM 632.937500 1581083120.8925
MEM 610.996094 1581083120.9932
MEM 628.734375 1581083121.0949
MEM 631.789062 1581083121.1957
MEM 611.128906 1581083121.2964
MEM 626.449219 1581083121.3983
MEM 632.890625 1581083121.4986
MEM 612.218750 1581083121.5993
MEM 622.714844 1581083121.7000
MEM 630.515625 1581083121.8008
MEM 613.195312 1581083121.9015
MEM 635.050781 1581083122.0018
MEM 614.390625 1581083122.1019
MEM 614.390625 1581083122.2021
MEM 628.332031 1581083122.3024
MEM 615.246094 1581083122.4031
MEM 618.261719 1581083122.5038
MEM 630.601562 1581083122.6041
MEM 617.316406 1581083122.7048
MEM 623.375000 1581083122.8056
MEM 634.824219 1581083122.9063
MEM 616.949219 1581083123.0070
MEM 633.722656 1581083123.1079
MEM 637.375000 1581083123.2094
MEM 617.984375 1581083123.3101
MEM 631.820312 1581083123.4104
MEM 638.402344 1581083123.5112
MEM 619.273438 1581083123.6119
MEM 632.062500 1581083123.7122
MEM 630.179688 1581083123.8159
MEM 620.062500 1581083123.9177
MEM 620.062500 1581083124.0194
MEM 636.417969 1581083124.1202
MEM 630.335938 1581083124.2239
MEM 626.957031 1581083124.3247
MEM 620.058594 1581083124.4264
MEM 636.070312 1581083124.5291
MEM 641.417969 1581083124.6298
MEM 622.015625 1581083124.7306
MEM 637.683594 1581083124.8308
MEM 636.496094 1581083124.9315
MEM 622.035156 1581083125.0322
MEM 622.035156 1581083125.1323
MEM 644.460938 1581083125.2403
MEM 637.953125 1581083125.3413
MEM 645.742188 1581083125.4433
MEM 625.070312 1581083125.5453
MEM 625.070312 1581083125.6463
MEM 638.023438 1581083125.7466
MEM 644.242188 1581083125.8484
MEM 643.074219 1581083125.9603
MEM 644.253906 1581083126.0603
MEM 624.851562 1581083126.1613
MEM 642.675781 1581083126.2623
MEM 639.273438 1581083126.3623
MEM 624.765625 1581083126.4625
MEM 630.906250 1581083126.5634
MEM 646.519531 1581083126.6635
MEM 625.859375 1581083126.7642
MEM 630.828125 1581083126.8649
MEM 645.097656 1581083126.9656
MEM 626.832031 1581083127.0664
MEM 633.964844 1581083127.1666
MEM 641.171875 1581083127.2669
MEM 628.031250 1581083127.3676
MEM 628.031250 1581083127.4684
MEM 649.957031 1581083127.5691
MEM 629.414062 1581083127.6699
MEM 637.011719 1581083127.7706
MEM 651.015625 1581083127.8713
MEM 631.625000 1581083127.9721
MEM 647.156250 1581083128.0730
MEM 653.640625 1581083128.1738
MEM 631.699219 1581083128.2745
MEM 642.593750 1581083128.3752
MEM 650.433594 1581083128.4760
MEM 631.031250 1581083128.5767
MEM 645.199219 1581083128.6774
MEM 650.000000 1581083128.7777
MEM 632.894531 1581083128.8780
MEM 646.367188 1581083128.9782
MEM 653.554688 1581083129.0785
MEM 640.734375 1581083129.1802
MEM 633.835938 1581083129.2810
MEM 643.855469 1581083129.3819
MEM 654.531250 1581083129.4826
MEM 635.128906 1581083129.5828
MEM 652.480469 1581083129.6836
MEM 655.339844 1581083129.7839
MEM 635.937500 1581083129.8846
MEM 645.480469 1581083129.9853
MEM 652.214844 1581083130.0860
MEM 637.140625 1581083130.1863
MEM 658.660156 1581083130.2870
MEM 644.898438 1581083130.3878
MEM 638.000000 1581083130.4885
MEM 659.523438 1581083130.5892
MEM 645.761719 1581083130.6895
MEM 638.863281 1581083130.7902
MEM 660.390625 1581083130.8909
MEM 646.628906 1581083130.9917
MEM 639.730469 1581083131.0974
MEM 649.480469 1581083131.1992
MEM 661.246094 1581083131.3004
MEM 640.585938 1581083131.4006
MEM 640.585938 1581083131.5014
MEM 655.222656 1581083131.6034
MEM 660.839844 1581083131.7067
MEM 641.449219 1581083131.8084
MEM 641.449219 1581083131.9093
MEM 655.015625 1581083132.0094
MEM 649.210938 1581083132.1111
MEM 642.312500 1581083132.2118
MEM 651.664062 1581083132.3121
MEM 643.257812 1581083132.4123
MEM 643.257812 1581083132.5126
MEM 663.421875 1581083132.6133
MEM 644.128906 1581083132.7141
MEM 646.726562 1581083132.8143
MEM 653.796875 1581083132.9150
MEM 644.992188 1581083133.0151
MEM 644.992188 1581083133.1159
MEM 662.507812 1581083133.2161
MEM 645.855469 1581083133.3169
MEM 645.855469 1581083133.4176
MEM 662.824219 1581083133.5183
MEM 646.710938 1581083133.6191
MEM 646.750000 1581083133.7198
MEM 662.144531 1581083133.8200
MEM 647.613281 1581083133.9213
MEM 647.828125 1581083134.0220
MEM 669.140625 1581083134.1228
MEM 648.480469 1581083134.2235
MEM 652.582031 1581083134.3243
MEM 658.519531 1581083134.4246
MEM 648.492188 1581083134.5253
MEM 663.296875 1581083134.6260
MEM 670.320312 1581083134.7267
MEM 649.710938 1581083134.8275
MEM 668.605469 1581083134.9282
MEM 671.390625 1581083135.0289
MEM 650.718750 1581083135.1297
MEM 658.910156 1581083135.2304
MEM 670.769531 1581083135.3312
MEM 651.367188 1581083135.4314
MEM 673.238281 1581083135.5321
MEM 659.476562 1581083135.6325
MEM 652.578125 1581083135.7328
MEM 670.640625 1581083135.8335
MEM 653.445312 1581083135.9341
MEM 658.628906 1581083136.0348
MEM 662.984375 1581083136.1351
MEM 654.304688 1581083136.2353
MEM 671.066406 1581083136.3356
MEM 675.824219 1581083136.4363
MEM 655.164062 1581083136.5370
MEM 671.261719 1581083136.6378
MEM 676.703125 1581083136.7385
MEM 656.031250 1581083136.8392
MEM 671.832031 1581083136.9399
MEM 663.789062 1581083137.0402
MEM 656.890625 1581083137.1409
MEM 679.667969 1581083137.2412
MEM 664.648438 1581083137.3419
MEM 657.750000 1581083137.4422
MEM 674.753906 1581083137.5424
MEM 658.609375 1581083137.6434
MEM 660.656250 1581083137.7442
MEM 680.136719 1581083137.8449
MEM 659.476562 1581083137.9456
MEM 667.460938 1581083138.0464
MEM 677.980469 1581083138.1466
MEM 660.335938 1581083138.2469
MEM 674.500000 1581083138.3472
MEM 682.730469 1581083138.4475
MEM 662.058594 1581083138.5482
MEM 673.882812 1581083138.6489
MEM 670.031250 1581083138.7496
MEM 663.132812 1581083138.8504
MEM 684.359375 1581083138.9511
MEM 663.699219 1581083139.0518
MEM 663.699219 1581083139.1526
MEM 685.437500 1581083139.2533
MEM 664.777344 1581083139.3540
MEM 671.257812 1581083139.4548
MEM 681.460938 1581083139.5555
MEM 665.558594 1581083139.6562
MEM 682.347656 1581083139.7571
MEM 687.609375 1581083139.8578
MEM 666.937500 1581083139.9581
MEM 679.441406 1581083140.0583
MEM 674.441406 1581083140.1591
MEM 667.542969 1581083140.2598
MEM 678.976562 1581083140.3605
MEM 668.621094 1581083140.4613
MEM 669.058594 1581083140.5620
MEM 688.859375 1581083140.6627
MEM 668.199219 1581083140.7634
MEM 676.613281 1581083140.8642
MEM 685.546875 1581083140.9649
MEM 670.367188 1581083141.0652
MEM 686.054688 1581083141.1654
MEM 691.941406 1581083141.2655
MEM 671.359375 1581083141.3662
MEM 689.347656 1581083141.4669
MEM 689.914062 1581083141.5675
MEM 671.457031 1581083141.6682
MEM 689.250000 1581083141.7689
MEM 693.867188 1581083141.8697
MEM 673.195312 1581083141.9704
MEM 690.230469 1581083142.0711
MEM 680.863281 1581083142.1718
MEM 673.964844 1581083142.2726
MEM 694.839844 1581083142.3733
MEM 681.078125 1581083142.4736
MEM 674.179688 1581083142.5738
MEM 688.332031 1581083142.6745
MEM 695.746094 1581083142.7753
MEM 676.343750 1581083142.8800
MEM 679.914062 1581083142.9827
MEM 689.035156 1581083143.0834
MEM 683.375000 1581083143.1843
MEM 676.476562 1581083143.2860
MEM 691.070312 1581083143.3867
MEM 696.734375 1581083143.4868
MEM 677.332031 1581083143.5871
MEM 693.910156 1581083143.6883
MEM 700.054688 1581083143.7891
MEM 678.113281 1581083143.8898
MEM 693.453125 1581083143.9905
MEM 692.355469 1581083144.0992
MEM 686.441406 1581083144.2000
MEM 679.542969 1581083144.3002
MEM 694.886719 1581083144.4005
MEM 697.042969 1581083144.5092
MEM 680.554688 1581083144.6100
MEM 680.554688 1581083144.7114
MEM 700.031250 1581083144.8122
MEM 687.539062 1581083144.9129
MEM 680.640625 1581083145.0136
MEM 703.484375 1581083145.1145
MEM 690.285156 1581083145.2150
MEM 682.289062 1581083145.3153
MEM 702.703125 1581083145.4161
MEM 690.210938 1581083145.5163
MEM 683.312500 1581083145.6176
MEM 706.832031 1581083145.7183
MEM 692.039062 1581083145.8191
MEM 684.046875 1581083145.9198
MEM 703.664062 1581083146.0205
MEM 708.878906 1581083146.1213
MEM 686.937500 1581083146.2230
MEM 699.882812 1581083146.3237
MEM 707.386719 1581083146.4244
MEM 685.445312 1581083146.5252
MEM 707.492188 1581083146.6269
MEM 694.281250 1581083146.7277
MEM 687.382812 1581083146.8284
MEM 703.589844 1581083146.9301
MEM 709.128906 1581083147.0328
MEM 695.367188 1581083147.1336
MEM 688.468750 1581083147.2339
MEM 709.410156 1581083147.3356
MEM 710.207031 1581083147.4363
MEM 689.546875 1581083147.5366
MEM 700.121094 1581083147.6373
MEM 706.968750 1581083147.7380
MEM 689.335938 1581083147.8388
MEM 700.031250 1581083147.9396
MEM 705.519531 1581083148.0403
MEM 690.863281 1581083148.1410
MEM 692.511719 1581083148.2413
MEM 710.632812 1581083148.3420
MEM 713.570312 1581083148.4425
MEM 691.628906 1581083148.5432
MEM 698.113281 1581083148.6440
MEM 712.675781 1581083148.7448
MEM 714.031250 1581083148.8455
MEM 692.265625 1581083148.9463
MEM 698.597656 1581083149.0470
MEM 699.812500 1581083149.1472
MEM 692.925781 1581083149.2475
MEM 697.679688 1581083149.3482
MEM 701.890625 1581083149.4489
MEM 694.007812 1581083149.5507
MEM 708.726562 1581083149.6514
MEM 714.882812 1581083149.7521
MEM 694.222656 1581083149.8529
MEM 709.753906 1581083149.9536
MEM 716.078125 1581083150.0543
MEM 696.730469 1581083150.1551
MEM 711.320312 1581083150.2561
MEM 703.503906 1581083150.3571
MEM 696.605469 1581083150.4573
MEM 711.921875 1581083150.5580
MEM 719.199219 1581083150.6583
MEM 697.257812 1581083150.7590
MEM 715.023438 1581083150.8598
MEM 717.539062 1581083150.9600
MEM 698.136719 1581083151.0602
MEM 720.347656 1581083151.1610
MEM 720.699219 1581083151.2707
MEM 706.992188 1581083151.3724
MEM 700.093750 1581083151.4727
MEM 712.832031 1581083151.5734
MEM 708.582031 1581083151.6742
MEM 706.988281 1581083151.7749
MEM 700.089844 1581083151.8766
MEM 714.605469 1581083151.9769
MEM 723.140625 1581083152.0772
MEM 702.480469 1581083152.1899
MEM 702.480469 1581083152.2906
MEM 710.535156 1581083152.3914
MEM 724.320312 1581083152.4921
MEM 703.703125 1581083152.5923
MEM 715.675781 1581083152.6932
MEM 724.582031 1581083152.7935
MEM 703.921875 1581083152.8942
MEM 703.921875 1581083152.9949
MEM 719.628906 1581083153.0956
MEM 711.898438 1581083153.1964
MEM 705.175781 1581083153.2967
MEM 709.382812 1581083153.3974
MEM 726.496094 1581083153.4983
MEM 706.074219 1581083153.5996
MEM 706.074219 1581083153.6998
MEM 717.816406 1581083153.8001
MEM 713.187500 1581083153.9018
MEM 706.289062 1581083154.0021
MEM 727.207031 1581083154.1034
MEM 730.292969 1581083154.2051
MEM 708.351562 1581083154.3054
MEM 720.304688 1581083154.4071
MEM 725.625000 1581083154.5084
MEM 716.496094 1581083154.6091
MEM 708.503906 1581083154.7098
MEM 720.019531 1581083154.8106
MEM 724.609375 1581083154.9134
MEM 708.945312 1581083155.0151
MEM 708.945312 1581083155.1158
MEM 724.210938 1581083155.2166
MEM 729.425781 1581083155.3183
MEM 710.023438 1581083155.4192
MEM 731.707031 1581083155.5202
MEM 730.007812 1581083155.6223
MEM 717.574219 1581083155.7230
MEM 710.675781 1581083155.8237
MEM 721.246094 1581083155.9245
MEM 730.515625 1581083156.0252
MEM 718.019531 1581083156.1259
MEM 711.121094 1581083156.2262
MEM 723.203125 1581083156.3264
MEM 734.242188 1581083156.4265
MEM 713.593750 1581083156.5272
MEM 727.519531 1581083156.6280
MEM 732.226562 1581083156.7287
MEM 712.835938 1581083156.8294
MEM 729.324219 1581083156.9302
MEM 734.597656 1581083157.0309
MEM 715.207031 1581083157.1316
MEM 731.460938 1581083157.2323
MEM 735.468750 1581083157.3331
MEM 716.078125 1581083157.4333
MEM 728.402344 1581083157.5341
MEM 724.042969 1581083157.6358
MEM 737.828125 1581083157.7386
MEM 717.156250 1581083157.8393
MEM 717.156250 1581083157.9403
MEM 727.273438 1581083158.0407
MEM 724.054688 1581083158.1424
MEM 717.156250 1581083158.2431
MEM 733.988281 1581083158.3539
MEM 738.578125 1581083158.4546
MEM 718.234375 1581083158.5553
MEM 718.234375 1581083158.6570
MEM 739.753906 1581083158.7583
MEM 739.558594 1581083158.8590
MEM 725.796875 1581083158.9598
MEM 718.898438 1581083159.0605
MEM 735.703125 1581083159.1612
MEM 738.769531 1581083159.2630
MEM 727.289062 1581083159.3637
MEM 720.390625 1581083159.4639
MEM 740.621094 1581083159.5646
MEM 728.304688 1581083159.6653
MEM 721.406250 1581083159.7666
MEM 743.132812 1581083159.8669
MEM 744.414062 1581083159.9687
MEM 722.609375 1581083160.0689
MEM 737.945312 1581083160.1692
MEM 743.089844 1581083160.2702
MEM 723.699219 1581083160.3709
MEM 739.476562 1581083160.4716
MEM 740.699219 1581083160.5719
MEM 724.558594 1581083160.6726
MEM 739.582031 1581083160.7729
MEM 746.234375 1581083160.8731
MEM 725.562500 1581083160.9734
MEM 738.648438 1581083161.0741
MEM 732.242188 1581083161.1748
MEM 725.343750 1581083161.2756
MEM 747.945312 1581083161.3763
MEM 727.285156 1581083161.4770
MEM 727.285156 1581083161.5778
MEM 748.468750 1581083161.6785
MEM 728.281250 1581083161.7792
MEM 731.894531 1581083161.8795
MEM 739.097656 1581083161.9802
MEM 729.160156 1581083162.0809
MEM 743.781250 1581083162.1837
MEM 738.492188 1581083162.2850
MEM 730.027344 1581083162.3857
MEM 739.042969 1581083162.4860
MEM 746.179688 1581083162.5863
MEM 729.800781 1581083162.6871
MEM 733.695312 1581083162.7884
MEM 751.769531 1581083162.8901
MEM 752.414062 1581083162.9919
MEM 731.742188 1581083163.0941
MEM 736.066406 1581083163.1974
MEM 749.558594 1581083163.2991
MEM 732.746094 1581083163.3998
MEM 733.375000 1581083163.5006
MEM 753.191406 1581083163.6013
MEM 732.531250 1581083163.7021
MEM 735.769531 1581083163.8028
MEM 755.132812 1581083163.9036
MEM 734.472656 1581083164.0053
MEM 734.472656 1581083164.1066
MEM 748.851562 1581083164.2083
MEM 755.007812 1581083164.3086
MEM 735.472656 1581083164.4087
MEM 735.472656 1581083164.5094
MEM 751.140625 1581083164.6097
MEM 755.925781 1581083164.7105
MEM 735.253906 1581083164.8112
MEM 749.992188 1581083164.9115
MEM 757.859375 1581083165.0117
MEM 737.199219 1581083165.1124
MEM 737.199219 1581083165.2127
MEM 752.906250 1581083165.3184
MEM 738.195312 1581083165.4191
MEM 738.195312 1581083165.5193
MEM 756.257812 1581083165.6201
MEM 737.984375 1581083165.7203
MEM 740.363281 1581083165.8206
MEM 754.492188 1581083165.9213
MEM 739.925781 1581083166.0220
MEM 751.773438 1581083166.1228
MEM 760.863281 1581083166.2235
MEM 740.925781 1581083166.3243
MEM 755.171875 1581083166.4250
MEM 762.648438 1581083166.5257
MEM 740.707031 1581083166.6264
MEM 761.175781 1581083166.7272
MEM 748.683594 1581083166.8280
MEM 741.785156 1581083166.9287
MEM 750.929688 1581083167.0290
MEM 744.042969 1581083167.1297
MEM 744.042969 1581083167.2300
MEM 755.210938 1581083167.3307
MEM 751.363281 1581083167.4310
MEM 744.500000 1581083167.5312
MEM 758.789062 1581083167.6349
MEM 767.136719 1581083167.7367
MEM 745.371094 1581083167.8374
MEM 756.847656 1581083167.9381
MEM 767.179688 1581083168.0388
MEM 746.507812 1581083168.1396
MEM 757.511719 1581083168.2403
MEM 766.308594 1581083168.3410
MEM 746.421875 1581083168.4413
MEM 753.558594 1581083168.5420
MEM 755.218750 1581083168.6421
MEM 747.519531 1581083168.7429
MEM 752.453125 1581083168.8436
MEM 755.535156 1581083168.9438
MEM 748.597656 1581083169.0441
MEM 752.046875 1581083169.1443
MEM 769.921875 1581083169.2451
MEM 749.269531 1581083169.3453
MEM 752.031250 1581083169.4456
MEM 770.164062 1581083169.5463
MEM 750.773438 1581083169.6470
MEM 750.773438 1581083169.7474
MEM 771.164062 1581083169.8481
MEM 751.761719 1581083169.9489
MEM 755.218750 1581083170.0491
MEM 760.734375 1581083170.1498
MEM 752.757812 1581083170.2501
MEM 766.453125 1581083170.3504
MEM 775.589844 1581083170.4512
MEM 753.835938 1581083170.5519
MEM 763.785156 1581083170.6526
MEM 774.332031 1581083170.7531
MEM 754.929688 1581083170.8539
MEM 776.445312 1581083170.9546
MEM 762.683594 1581083171.0547
MEM 755.785156 1581083171.1550
MEM 769.960938 1581083171.2553
MEM 756.441406 1581083171.3555
MEM 759.039062 1581083171.4562
MEM 778.191406 1581083171.5570
MEM 757.531250 1581083171.6577
MEM 757.531250 1581083171.7584
MEM 780.148438 1581083171.8592
MEM 778.890625 1581083171.9599
MEM 759.488281 1581083172.0606
MEM 771.046875 1581083172.1614
MEM 778.296875 1581083172.2651
MEM 759.277344 1581083172.3658
MEM 759.277344 1581083172.4671
MEM 773.515625 1581083172.5688
MEM 775.554688 1581083172.6696
MEM 760.136719 1581083172.7703
MEM 760.136719 1581083172.8706
MEM 774.378906 1581083172.9717
MEM 782.074219 1581083173.0724
MEM 760.132812 1581083173.1726
MEM 768.101562 1581083173.2734
MEM 781.886719 1581083173.3752
MEM 761.214844 1581083173.4759
MEM 777.500000 1581083173.5767
MEM 782.519531 1581083173.6774
MEM 761.859375 1581083173.7781
MEM 778.964844 1581083173.8789
MEM 784.042969 1581083173.9797
MEM 763.371094 1581083174.0799
MEM 777.964844 1581083174.1802
MEM 783.992188 1581083174.2811
MEM 764.589844 1581083174.3814
MEM 778.593750 1581083174.4821
MEM 782.910156 1581083174.5829
MEM 764.152344 1581083174.6836
MEM 783.636719 1581083174.7853
MEM 773.449219 1581083174.8860
MEM 766.550781 1581083174.9868
MEM 783.750000 1581083175.0875
MEM 789.207031 1581083175.1883
MEM 767.675781 1581083175.2891
MEM 783.570312 1581083175.3904
MEM 775.675781 1581083175.4912
MEM 768.777344 1581083175.5915
MEM 789.613281 1581083175.6922
MEM 776.539062 1581083175.7929
MEM 769.640625 1581083175.8937
MEM 777.527344 1581083175.9944
MEM 770.640625 1581083176.0947
MEM 770.640625 1581083176.1949
MEM 788.042969 1581083176.2962
MEM 770.421875 1581083176.3964
MEM 771.070312 1581083176.4972
MEM 793.019531 1581083176.5979
MEM 772.359375 1581083176.7006
MEM 772.359375 1581083176.8014
MEM 786.933594 1581083176.9031
MEM 788.707031 1581083177.0038
MEM 773.457031 1581083177.1045
MEM 794.218750 1581083177.2053
MEM 779.273438 1581083177.3060
MEM 772.375000 1581083177.4069
MEM 787.843750 1581083177.5073
MEM 775.527344 1581083177.6074
MEM 775.527344 1581083177.7081
MEM 782.312500 1581083177.8088
MEM 782.324219 1581083177.9096
MEM 775.425781 1581083178.0104
MEM 792.265625 1581083178.1111
MEM 797.160156 1581083178.2116
MEM 776.488281 1581083178.3118
MEM 789.410156 1581083178.4121
MEM 784.046875 1581083178.5123
MEM 777.148438 1581083178.6130
MEM 799.343750 1581083178.7137
MEM 778.687500 1581083178.8145
MEM 778.687500 1581083178.9152
MEM 799.164062 1581083179.0159
MEM 779.773438 1581083179.1166
MEM 779.773438 1581083179.2174
MEM 801.515625 1581083179.3182
MEM 780.855469 1581083179.4189
MEM 786.906250 1581083179.5191
MEM 794.007812 1581083179.6194
MEM 780.855469 1581083179.7203
MEM 792.507812 1581083179.8211
MEM 803.550781 1581083179.9218
MEM 781.839844 1581083180.0225
MEM 791.414062 1581083180.1233
MEM 802.847656 1581083180.2241
MEM 783.445312 1581083180.3248
MEM 804.914062 1581083180.4251
MEM 791.207031 1581083180.5258
MEM 784.308594 1581083180.6265
MEM 798.519531 1581083180.7272
MEM 785.367188 1581083180.8280
MEM 787.101562 1581083180.9287
MEM 799.289062 1581083181.0294
MEM 785.152344 1581083181.1302
MEM 798.375000 1581083181.2319
MEM 806.664062 1581083181.3324
MEM 787.101562 1581083181.4331
MEM 806.980469 1581083181.5339
MEM 809.152344 1581083181.6346
MEM 788.179688 1581083181.7353
MEM 795.929688 1581083181.8356
MEM 808.441406 1581083181.9365
MEM 789.039062 1581083182.0367
MEM 809.433594 1581083182.1369
MEM 796.941406 1581083182.2376
MEM 790.042969 1581083182.3384
MEM 799.851562 1581083182.4391
MEM 789.824219 1581083182.5399
MEM 791.984375 1581083182.6406
MEM 811.558594 1581083182.7413
MEM 790.898438 1581083182.8420
MEM 796.929688 1581083182.9428
MEM 800.453125 1581083183.0435
MEM 791.984375 1581083183.1442
MEM 797.941406 1581083183.2452
MEM 802.449219 1581083183.3452
MEM 793.859375 1581083183.4459
MEM 798.832031 1581083183.5467
MEM 803.285156 1581083183.6485
MEM 794.031250 1581083183.7488
MEM 796.878906 1581083183.8490
MEM 801.953125 1581083183.9498
MEM 794.417969 1581083184.0500
MEM 809.566406 1581083184.1503
MEM 817.015625 1581083184.2510
MEM 796.343750 1581083184.3517
MEM 810.722656 1581083184.4524
MEM 817.980469 1581083184.5532
MEM 796.039062 1581083184.6539
MEM 816.527344 1581083184.7542
MEM 804.035156 1581083184.8544
MEM 797.136719 1581083184.9551
MEM 821.140625 1581083185.0554
MEM 806.285156 1581083185.1561
MEM 799.386719 1581083185.2569
MEM 809.179688 1581083185.3576
MEM 799.324219 1581083185.4583
MEM 799.324219 1581083185.5591
MEM 821.476562 1581083185.6593
MEM 800.816406 1581083185.7595
MEM 802.976562 1581083185.8598
MEM 810.875000 1581083185.9605
MEM 801.835938 1581083186.0612
MEM 805.511719 1581083186.1620
MEM 812.527344 1581083186.2627
MEM 824.945312 1581083186.3630
MEM 803.003906 1581083186.4637
MEM 820.562500 1581083186.5654
MEM 813.750000 1581083186.6662
MEM 803.871094 1581083186.7679
MEM 803.871094 1581083186.8686
MEM 824.308594 1581083186.9704
MEM 824.320312 1581083187.0711
MEM 803.648438 1581083187.1718
MEM 815.640625 1581083187.2727
MEM 815.617188 1581083187.3734
MEM 803.648438 1581083187.4742
MEM 810.488281 1581083187.5749
MEM 814.738281 1581083187.6756
MEM 806.796875 1581083187.7763
MEM 806.796875 1581083187.8770
MEM 814.578125 1581083187.9778
MEM 813.589844 1581083188.0785
MEM 806.691406 1581083188.1792
MEM 821.570312 1581083188.2799
MEM 828.425781 1581083188.3823
MEM 814.664062 1581083188.4840
MEM 807.765625 1581083188.5842
MEM 828.406250 1581083188.6890
MEM 823.582031 1581083188.7907
MEM 808.839844 1581083188.8924
MEM 808.839844 1581083188.9932
MEM 824.093750 1581083189.0959
MEM 831.843750 1581083189.1966
MEM 809.902344 1581083189.2973
MEM 823.871094 1581083189.3976
MEM 824.785156 1581083189.4983
MEM 810.972656 1581083189.6001
MEM 813.562500 1581083189.7001
MEM 831.847656 1581083189.8002
MEM 811.187500 1581083189.9002
MEM 811.187500 1581083190.0012
MEM 832.750000 1581083190.1042
MEM 834.031250 1581083190.2052
MEM 813.359375 1581083190.3062
MEM 828.078125 1581083190.4072
MEM 833.582031 1581083190.5081
MEM 812.925781 1581083190.6098
MEM 826.734375 1581083190.7106
MEM 832.773438 1581083190.8109
MEM 813.371094 1581083190.9186
MEM 822.718750 1581083191.0208
MEM 836.812500 1581083191.1216
MEM 815.843750 1581083191.2223
MEM 836.359375 1581083191.3231
MEM 837.500000 1581083191.4233
MEM 816.828125 1581083191.5241
MEM 830.859375 1581083191.6248
MEM 838.558594 1581083191.7255
MEM 816.617188 1581083191.8272
MEM 828.257812 1581083191.9280
MEM 838.148438 1581083192.0287
MEM 817.476562 1581083192.1294
MEM 835.621094 1581083192.2302
MEM 827.707031 1581083192.3310
MEM 818.992188 1581083192.4312
MEM 839.343750 1581083192.5320
MEM 827.171875 1581083192.6327
MEM 820.273438 1581083192.7334
MEM 838.207031 1581083192.8342
MEM 821.496094 1581083192.9349
MEM 821.496094 1581083193.0356
MEM 837.601562 1581083193.1359
MEM 822.351562 1581083193.2362
MEM 822.351562 1581083193.3369
MEM 841.742188 1581083193.4376
MEM 822.351562 1581083193.5384
MEM 825.566406 1581083193.6391
MEM 845.039062 1581083193.7398
MEM 823.328125 1581083193.8405
MEM 831.191406 1581083193.9413
MEM 841.042969 1581083194.0420
MEM 824.511719 1581083194.1421
MEM 832.496094 1581083194.2423
MEM 836.742188 1581083194.3451
MEM 825.800781 1581083194.4458
MEM 831.636719 1581083194.5466
MEM 843.535156 1581083194.6476
MEM 826.800781 1581083194.7478
MEM 828.531250 1581083194.8481
MEM 845.980469 1581083194.9488
MEM 826.589844 1581083195.0495
MEM 826.988281 1581083195.1502
MEM 848.328125 1581083195.2525
MEM 834.566406 1581083195.3533
MEM 827.667969 1581083195.4536
MEM 842.765625 1581083195.5543
MEM 848.144531 1581083195.6550
MEM 828.742188 1581083195.7558
MEM 847.968750 1581083195.8565
MEM 836.308594 1581083195.9572
MEM 829.410156 1581083196.0575
MEM 839.000000 1581083196.1602
MEM 852.855469 1581083196.2629
MEM 830.914062 1581083196.3658
MEM 839.148438 1581083196.4660
MEM 847.250000 1581083196.5663
MEM 832.136719 1581083196.6670
MEM 840.535156 1581083196.7678
MEM 849.851562 1581083196.8685
MEM 833.199219 1581083196.9688
MEM 848.144531 1581083197.0690
MEM 853.425781 1581083197.1698
MEM 832.765625 1581083197.2700
MEM 848.238281 1581083197.3707
MEM 857.425781 1581083197.4715
MEM 835.695312 1581083197.5722
MEM 849.402344 1581083197.6739
MEM 857.953125 1581083197.7747
MEM 836.011719 1581083197.8754
MEM 843.585938 1581083197.9761
MEM 856.480469 1581083198.0768
MEM 837.105469 1581083198.1771
MEM 853.656250 1581083198.2774
MEM 858.750000 1581083198.3775
MEM 838.097656 1581083198.4782
MEM 852.351562 1581083198.5789
MEM 858.578125 1581083198.6796
MEM 837.906250 1581083198.7804
MEM 851.957031 1581083198.8806
MEM 859.250000 1581083198.9809
MEM 839.847656 1581083199.0811
MEM 860.531250 1581083199.1814
MEM 847.750000 1581083199.2821
MEM 840.851562 1581083199.3828
MEM 860.222656 1581083199.4836
MEM 840.640625 1581083199.5843
MEM 840.640625 1581083199.6850
